Sentence,Pattern Order,Chunks
The officers which our guilty windows jump guilty.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The officers which our guilty windows jumps guilty.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The key that our missing book was missing.,NP -> VP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The key that our missing book were missing.,NP -> VP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The reports that our missing books read missing.,NP -> VP,"[(0, 2, 'NP'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 8, 'VP'), (7, 8, 'VP')]"
The reports that our missing books reads missing.,NP -> VP,"[(0, 2, 'NP'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 8, 'VP'), (7, 8, 'VP')]"
The reports that our missing book write missing.,NP -> VP,"[(0, 2, 'NP'), (3, 6, 'NP'), (4, 5, 'VP'), (7, 8, 'VP')]"
The reports that our missing book writes missing.,NP -> VP,"[(0, 2, 'NP'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 8, 'VP')]"
The book who our old windows reads old.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The book who our old windows read old.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The reports that our innocent blanket jump innocent.,NP,"[(0, 2, 'NP'), (3, 6, 'NP')]"
The reports that our innocent blanket jumps innocent.,NP -> VP,"[(0, 2, 'NP'), (3, 6, 'NP'), (6, 8, 'VP')]"
The staff which our Victorian blanket reads Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'NP')]"
The staff which our Victorian blanket read Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'NP')]"
The tables that our senior window write senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The tables that our senior window writes senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The staff who our important doors was important.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The staff who our important doors were important.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The report who our late doors has late.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The report who our late doors have late.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The tables which our Victorian cabinets read Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'NP')]"
The tables which our Victorian cabinets reads Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'NP')]"
The window which our ready committee runs ready.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The window which our ready committee run ready.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The staff who our Victorian door has Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'NP')]"
The staff who our Victorian door have Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'NP')]"
The cabinet who our guilty blanket is guilty.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The cabinet who our guilty blanket are guilty.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The chair which our Victorian soldier was Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The chair which our Victorian soldier were Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The teams who our damaged keys run damaged.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 7, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 7, 'VP'), (6, 7, 'RC'), (7, 8, 'VP')]"
The teams who our damaged keys runs damaged.,NP -> NP -> RC VP -> RC -> VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'RC'), (4, 5, 'VP'), (6, 3, 'NP -> RC VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The cabinets that our innocent report are innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The cabinets that our innocent report is innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The committee which our missing books speaks missing.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The committee which our missing books speak missing.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The cabinet that our senior window writes senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The cabinet that our senior window write senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 7, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 7, 'VP'), (6, 7, 'RC')]"
The officers which our ready tables were ready.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The officers which our ready tables was ready.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The soldiers that our ornate officers read ornate.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The soldiers that our ornate officers reads ornate.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 7, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 7, 'VP'), (6, 7, 'RC'), (7, 10, 'VP')]"
The blankets which our missing key have missing.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 7, 'VP'), (7, 8, 'VP'), (7, 8, 'RC')]"
The blankets which our missing key has missing.,NP -> RC -> VP,"[(0, 2, 'NP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 7, 'VP'), (7, 10, 'VP')]"
The report which our Victorian key reads Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'NP')]"
The report which our Victorian key read Victorian.,NP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (6, 3, 'NP -> RC VP'), (6, 8, 'RC'), (7, 8, 'NP')]"
The blanket that our innocent blankets reads innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The blanket that our innocent blankets read innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The door that our Victorian table runs Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The door that our Victorian table run Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The reports that our early windows read early.,NP -> VP,"[(0, 2, 'NP'), (3, 6, 'NP'), (6, 8, 'VP')]"
The reports that our early windows reads early.,NP -> VP,"[(0, 2, 'NP'), (3, 6, 'NP'), (6, 8, 'VP')]"
The table who our old soldiers is old.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The table who our old soldiers are old.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The windows that our ready teams were ready.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The windows that our ready teams was ready.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The book who our ready windows reads ready.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The book who our ready windows read ready.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The table who our innocent door writes innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The table who our innocent door write innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The teams that our new teams speak new.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The teams that our new teams speaks new.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The chair who our senior cabinet was senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The chair who our senior cabinet were senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The chairs who our new blanket write new.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The chairs who our new blanket writes new.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The chair who our innocent key is innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The chair who our innocent key are innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The staff which our guilty teams jumps guilty.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The staff which our guilty teams jump guilty.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The chairs who our damaged books have damaged.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 7, 'VP'), (7, 8, 'VP'), (7, 8, 'RC')]"
The chairs who our damaged books has damaged.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 7, 'VP'), (7, 8, 'VP'), (7, 8, 'RC')]"
The table which our senior officer was senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The table which our senior officer were senior.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The committee which our early chairs runs early.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The committee which our early chairs run early.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The key which our Victorian reports is Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The key which our Victorian reports are Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The tables which our early window read early.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The tables which our early window reads early.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The soldiers which our new key write new.,NP -> RC -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (7, 8, 'RC')]"
The soldiers which our new key writes new.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The keys which our ornate chair read ornate.,NP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 3, 'NP -> RC VP'), (6, 8, 'RC')]"
The keys which our ornate chair reads ornate.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 7, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 7, 'VP'), (6, 7, 'RC'), (7, 10, 'VP')]"
The officer who our damaged cabinet is damaged.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 7, 'VP'), (7, 8, 'VP'), (7, 8, 'RC')]"
The officer who our damaged cabinet are damaged.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 6, 'RC'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 7, 'VP'), (7, 8, 'VP'), (7, 8, 'RC')]"
The window who our old book reads old.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The window who our old book read old.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The table that our important books runs important.,NP -> VP,"[(0, 2, 'NP'), (3, 6, 'NP'), (6, 8, 'VP')]"
The table that our important books run important.,NP -> VP,"[(0, 2, 'NP'), (3, 6, 'NP'), (6, 8, 'VP')]"
The chair that our damaged book writes damaged.,NP -> VP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The chair that our damaged book write damaged.,NP -> VP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 10, 'NP -> RC VP'), (3, 6, 'NP'), (4, 5, 'VP'), (6, 5, 'VP'), (7, 10, 'VP'), (7, 10, 'RC')]"
The team which our damaged book runs damaged.,NP -> NP -> RC VP -> RC -> VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'RC'), (4, 5, 'VP'), (6, 3, 'NP -> RC VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The team which our damaged book run damaged.,NP -> NP -> RC VP -> RC -> VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (4, 5, 'VP'), (6, 3, 'NP -> RC VP'), (6, 8, 'RC'), (7, 8, 'VP')]"
The blanket who our ornate officers reads ornate.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 7, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 7, 'VP'), (6, 7, 'RC'), (7, 10, 'VP')]"
The blanket who our ornate officers read ornate.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The cabinets which our innocent staff jump innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The cabinets which our innocent staff jumps innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The chairs who our Victorian window jump Victorian.,NP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 7, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (6, 3, 'NP -> RC VP'), (6, 7, 'RC')]"
The chairs who our Victorian window jumps Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'NP')]"
The officer who our late officer speaks late.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The officer who our late officer speak late.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The staff which our ornate chairs is ornate.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 6, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The staff which our ornate chairs are ornate.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 6, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The soldier that our senior soldier reads senior.,NP -> VP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The soldier that our senior soldier read senior.,NP -> VP -> NP -> RC VP -> RC,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The reports which our innocent report speak innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The reports which our innocent report speaks innocent.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
The door who our Victorian teams jumps Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC'), (7, 8, 'NP')]"
The door who our Victorian teams jump Victorian.,NP -> RC -> VP -> NP -> RC VP,"[(0, 2, 'NP'), (1, 8, 'NP -> RC VP'), (2, 3, 'NP'), (2, 3, 'RC'), (3, 6, 'NP'), (6, 8, 'VP'), (6, 8, 'RC')]"
